id,title,ratings,director,writer,pri_genre,sec_genre,ter_genre,release_date,language,company,duration,eze_rank
196,Lost Angel,,,,Drama,,,1/1/2013,English,Black Speech Media,,
197,Integrity,,,,Animation,Short,,4/1/2013,English,,5,
2749,The Wedding Plan,,Solomon Mac-Auley,Inyang Mfon-Abasi Michael,Drama,,,9/1/2022,English,"Avizariah,Rok Studios",,77
199,Jaru'S Journey,,,,Adventure,Fantasy,,9/1/2021,English,"Amateur Heads,Griot Studios",,
202,Stolen Treasures,,,,Adventure,,,9/1/2014,English,Afrika 'N Vogue Even-Ezra Studios,,
203,New Project If Not The Pygmies,,,,Short,Drama,,,,,15,
205,Dangerous Twist,,,,Family,,,7/1/2020,English,,,
372,Alenib„°Re,,Tajudeen Mobolaji Arotambo,,Drama,,,4/1/2008,Yoruba,,,84
206,Diary Of A Side Chick,,,,Drama,,,9/1/2020,English,,,
208,Water Palava,,,,Short,,,12/1/2020,English,,3,
209,Hibiscus By The River,,,,Drama,,,,,,,
210,Scan,,,,Short,Drama,,1/1/2021,English,Unique Motion Media Konsult,,
3202,Kuvana,,Edward Uka,Edward Uka,Drama,,,3/1/2019,English,,,186
6905,Burden Of Proof,,Teco Benson,Lilian Emehelu,Drama,,,1/1/2023,English,Rok Studios,,189
1595,Venom,,Amara Angel Amuzuo,"Amara Angel Amuzuo,Chris Maledo",Drama,,,10/1/2019,English,Nitaria Intl. Concept,83,192
4519,Divine Twins 2,,St. Collins Ozoemena,Onyinyechi Nwokike,Drama,,,1/1/2007,English,O. Gabby Innovations,,632
218,Blood Taxi,,,,Short,Thriller,,,English,,,
4611,Traumatised,,Lancelot Oduwa Imasuen,"Emem Isong,Uche Jombo",Drama,,,10/1/2006,English,Reemy Jes Nigeria Ltd.,,1107
220,The Tester,,,,Short,Comedy,Drama,,English,,5,
7333,Dumb Wife,,Okey Ifeanyi,,Comedy,,,3/1/2020,English,"Rok Studios,Ruth Kadiri's Production",,219
223,Nairabet Sports Challenge,,,,Game-Show,,,12/1/2015,English,,60,
226,The Killing Game,,,,Short,Horror,,,,,6,
227,The Awakening,,,,Short,Thriller,,3/1/2016,English,,6,
228,Pull,,,,Animation,Short,,11/1/2016,,,4,
230,Decisions,,,,Short,,,8/1/2016,English,,,
231,Dinma The Hunter,,,,Thriller,,,,,,52,
232,Trapped: No Way Out,,,,Short,,,7/1/2016,English,Deejayville Entertainment,,
233,Turtle Taido: First Trailer Feat Taiwo & Kenny,,,,Animation,Short,,1/1/2015,English,"Tayekeni Productions,ARG! Cartoon Animation",,
235,Loop,,,,Short,Drama,,,English,,5,
236,Suitors,,,,Short,Drama,Romance,,English,,13,
4095,The Incredible Father,,Sonny McDon,,Drama,,,6/1/2016,English,Don Shamma Production,,281
238,Looking For Love Naija,,,,Reality-TV,,,12/1/2018,English,Busumelo Media Entertainment,28,
239,Because Men In Silk Shirts On Lagos Nights,5.3,,,Short,,,9/1/2018,,,4,
240,The Imposible Mission,,,,Action,Crime,Drama,,English,,63,
241,Flip Side - The Diary Notebook,,,,Short,,,4/1/2018,English,,,
242,Candle,,,,Drama,,,10/1/2018,English,,,
243,La Entrevista The Interview,,,,Short,Drama,,11/1/2018,English,Unique Motion Media Konsult,,
244,Idara,,,,Short,Drama,,1/1/2018,English,One2films,24,
245,Emotional Blackmail,,,,Family,,,,English,,166,
246,Besida,5.4,,,Short,Drama,,11/1/2018,,,12,
247,Intel - Adekunle,,,,Short,,,9/1/2017,English,,,
248,Words On Marble,,,,Short,Drama,,,English,,15,
249,Cubby Brown And Patches,,,,Animation,Short,,,English,,12,
7227,Transition,,Awal Abdulfatai Rahmat,Smart Jobonson,Drama,,,9/1/2022,English,"Mela Movies,Rok Studios",,251
2990,Yahoo Millionaire,,Lancelot Oduwa Imasuen,Emem Isong,Drama,,,7/1/2007,English,Okija-Amaka Pictures,,971
815,Employee Of The Month,,Goga Clay,Goga Clay,Short,Drama,,7/1/2022,English,,,70
3150,Friendz With You,,,,Comedy,,,7/1/2016,English,,,6
2054,Queen Lateefat,,Okiki Afolayan,Jamiu Ojoodun,Comedy,,,5/1/2021,Yoruba,Olasco Films,,210
2702,The Secretary,,Desmond Elliot,Amaka Chidioka,Romance,,,1/1/2021,English,"Denziot Studios Production,Rok Studios",,562
6127,Mati A Zazzau,,Yaseen Auwal,Yakubo M. Kumo,Drama,,,2/1/2020,Hausa,"Asmasan Pictures,Sadau Pictures",,178
3071,My Fiancee 2,,Olaitan Adeyinka,,Drama,,,8/1/2006,English,Frontmaster International,,594
4452,Cold Feet,6.2,Moses Inwang,"Temitope Bolade,Diche Enunwa,Chinneylove Eze",Drama,,,7/1/2020,English,Sneeze Films,97,553
2721,Tailor My Heart,,Charles Uwagbai,Doris Ariole,Drama,Romance,,7/1/2018,English,Oakfil Productions,124,250
5604,Mr. Trouble,,Sunday Nnajiude,,Comedy,,,3/1/2003,English,Emmalex Associates Ltd.,,631
824,Buried,,Charles Emere,Charles Emere,Short,Drama,,11/1/2021,English,Trifocal Studios,,54
3834,My Ex-Wife,,Chidi Anyanwu Chidox,Chisom Juliet Okereke,Drama,,,7/1/2022,English,"Divine Touch Productions,Rok Studios",,130
5719,Forest Of Tears 4,,Ifeanyi Ogbonna,,Drama,,,8/1/2009,English,Onyu Best Bright,,558
5644,Empathy,,Bola Akanbi,Francis Uzoma,Drama,,,6/1/2022,English,Rok Studios,,309
357,Treasure Hunt 2,,Sylvester Ogbolu,,Drama,,,2/1/2007,English,Palico Productions,,183
2366,Village Destroyers,,Ugo Ugbor,"Ugo Ugbor,Gitt Young",Drama,,,8/1/2007,English,Global Update Pictures,69,568
4634,Hope Of Glory 2,,Sunday Nnajiude,,Drama,,,8/1/2004,English,Snude Entertainment,,611
266,Common Sense 2,,Obi Callys Obinali,,Comedy,,,8/1/2005,English,Ahbu Ventures,,81
2543,Fishbone,,Editi Effiong,Editi Effiong,Short,Drama,,5/1/2020,,Anakle Films,33,124
1287,Safe Secret,,Chidi Chijioke,Mary Jane Okoronkwo,Drama,,,6/1/2021,English,"One & Two Productions,Rok Studios",120,299
6258,Darkest Night,4.8,Ifeanyi Onyeabor,"Emem Isong,Felix Odion",Action,Drama,,10/1/2005,English,Reemmy Jes Production (RJP),,787
6775,Skinny Girl In Transit,8.9,Bunmi Ajakaiye,"Writers,Lani Aisida,Bunmi Ajakaiye,Damilola Elebe",Comedy,Drama,,7/1/2015,English,NdaniTV,,268
3840,"You, Me And The Guys",,Esther Abah,Abayomi Alvin,Comedy,,,7/1/2017,English,"Esther Abah Visuals,Rok Studios,Twin Dragons Studio",92,283
307,Joy Of A Mother 2,,,Franca Aernan,Drama,,,9/1/2006,English,"Justino Productions,Rosa Production",,381
366,Cindy'S Notes,,Izu Ojukwu,"Amaka Ezeala,Felix Odion",Drama,,,12/1/2008,English,Amstel Malta Box Office,,404
3199,Baby Bump,,Udezeh Onyinye,Rita Onwurah,Drama,,,6/1/2022,English,"OMC Pictures,Rok Studios",133,283
6445,Gbanko Gbi Lay„©,,Yemi Adegunju,,Drama,,,7/1/2004,Yoruba,Yemi Adegunju Movie,,251
4078,Funeral,,Newton I. Aduaka,Newton I. Aduaka,Short,Drama,,5/1/2002,English,Chaya Films,12,3
5436,7 Days In A Coma,,Henry Prosper,,Drama,,,,English,HP Media Entertainment,,349
6458,Symphony,,Oraka Nvy Nnanyelu,Orioma Roberta,Musical,,,9/1/2022,English,Sulcata Entertainment,,156
7064,Aviva'S Pearls,,Rukky Sanda,Biodun Stephen,Drama,,,6/1/2017,English,Rukky Sanda Studios,110,399
743,Sexy Girls 2,,Caz Chidiebere,Caz Chidiebere,Drama,,,11/1/2009,English,Nigerian Movies,,469
3986,House On The Hill,,Ikechukwu Onyeka,Kingsley Fresh Onyenma,Horror,,,7/1/2017,English,Iykon Pictures,75,168
1940,Tell Me Why 2,,Don Dyke,Maz Dyke,Drama,,,11/1/2008,English,Great King Productions,,720
3068,Royal Calabash,,Tony Edozie,Beloved Ifeanyi,Drama,,,5/1/2019,English,Rockcelly Resources,,214
2773,Johnbull & Rosekate,,Tchidi Chikere,,Drama,,,11/1/2007,English,P. Collins Productions,,527
2544,Kissing The Ghost,,Okey Ifeanyi,,Drama,,,10/1/2020,English,Harmer Brooks Movies,,271
4356,A Time To Love 2,,Osita Okoli,Emem Isong,Drama,Romance,,7/1/2007,English,"Emem Isong Production,Reemmy Jes Production (RJP)",,1022
5754,2 Broken,,Simon Peacemaker,Lani Aisida,Drama,,,1/1/2016,English,R. Bliss Productions,,115
7467,Bad Blood 2,,Tchidi Chikere,,Drama,,,4/1/2008,English,,,1063
6219,Dark Petals,,Yemi Morafa,Saviour Kings Bob,Drama,,,12/1/2022,English,"Oakfil Productions,Rok Studios",,158
5014,Ijo,,Gimsay Fatimah Binta,Gimsay Fatimah Binta,Short,Drama,Romance,1/1/2022,English,Hello July Films,15,30
4754,Poor-Ish,,Biodun Stephen,Kelvin Ukhurebor,Drama,,,1/1/2021,English,"Desparanza Media,Rok Studios",82,372
5763,When We Fall,,Sampson Afolabi-Johnson,"Emmanuel Adejoh,Sarah Davids",Drama,,,10/1/2021,English,Sarah David's Studios,119,405
1319,Standing Alone,,Tchidi Chikere,,Drama,,,4/1/2004,English,Okwytex Ventures Ltd.,,522
4689,Last Picnic,,,,Thriller,,,2/1/2005,English,Konia Concept,,484
1603,The Perfect Time,,Kayode Peters,Modupe Fakorede,Romance,,,2/1/2021,English,Elrab Entertainment,,326
7418,Secret Room,,Chris Eneaji Eneng,Jide Okeke,Thriller,,,9/1/2013,English,,145,299
1522,Rising Moon,2.1,Andy Nwakalor,"Steve Kola Ademuwagun,Emmanuel Uzochukwu",Drama,,,8/1/2005,English,Samcivic Investment,,345
3442,More Than A Moment,,Kenneth Nwache,Kenechukwu Ibedu,Drama,,,5/1/2020,English,Aye Touch Films,,83
6095,Die Another Day 2,,Tarila Thompson,,Action,Thriller,,12/1/2004,English,Ossy Affason Production,,396
2952,Alagogo Ide,,Bogunmbe Abiola Paul,Chris Anyanya,Drama,Fantasy,,11/1/2021,Yoruba,"Oluwakemi Studio,Slate 1 Films",,512
2742,Famously Single,,Damijo Efe Young,,Drama,,,10/1/2017,English,"Film House Production,Rok Studios",,403
6084,Passionate Crime 2,,,,Drama,,,3/1/2006,English,Chiyelugo Productions Nigeria,,341
1006,Recharge Card 2,,Amayo Uzo Philips,,Comedy,,,3/1/2006,English,Onye Eze Holding Production,,170
6015,Village Boys 2,,Chika Onu,,Drama,,,6/1/2005,English,Valseco Industries,,555
3046,Schemers 2: Bad Babes,,Andy Chukwu,,Action,Drama,,4/1/2004,English,O.J. Production,,519
5616,Sheila,,Dele Ishola,"Writers,Tosin Abiodun,Tunray Femi,Dele Ishola",Drama,,,8/1/2019,English,"DD&T Systems,Say Something Africa",182,63
453,Cross Of Agony 2,,Chika Onu,,Drama,,,2/1/2006,English,Danga Movies International,,351
3530,My Village People,6.1,Niyi Akinmolayan,Bovi Ugboma,Comedy,Fantasy,,6/1/2021,English,"FilmOne Production,Temple Motion Pictures",134,698
5581,Her: The Movie,,Michael Akinrogunde,"Chisom Ogbummuo,Mannie Oiseomaye,Abdul Tijani-Ahmed",Short,Drama,,8/1/2019,"English,Hausa,Yoruba",,,47
5208,When Love Is In Sync,,Ben Cassie,Amaka Anioji,Drama,,,9/1/2022,English,Moreplex,127,187
6716,Ewon Laafin,,Yinka Akanbi,"Olawale Adebayo,Hafiz Oyetoro,Gbenga Windapo",Drama,,,5/1/2015,Yoruba,Jaylex Aesthetic Productions,118,129
528,Osu Merin,,Taiwo Adesina,,Drama,,,11/1/2007,Yoruba,Rasrab Movies,60,94
4351,Open Secret,,Mykel Ajaere,Confidence Onyejegbu,Drama,,,5/1/2021,English,Rok Studios,137,316
7154,A Kiss From Rose,,Osita Okoli,,Drama,Romance,,11/1/2004,English,"Flavour Lab Entertainment,Mike Nliam Production",,576
1549,Prince Of The Niger,,Michael Jaja,"Writers,Chidi Chijioke,Nwegwu Chinweike,Sunday Chibuzor Eriobu",Drama,,,3/1/2009,English,"Sky Movies,Softel Productions",69,859
3463,Diary Of The Damned,,Judith Audu,Chijioke Ononiwu,Drama,,,12/1/2019,English,"Judith Audu Productions,Rok Studios",,289
1613,Based On Principle,,Lancelot Oduwa Imasuen,Beth Rogers,Drama,,,12/1/2017,English,Wells Entertainment,120,228
667,48 Hours Marriage,,Babatunde Oyeniya,"Adu Kolapo, Joseph Obi, Ebeneges Temitope",Drama,,,,English,,,237
4645,Wolf,,Yemi Laja,Titilola Oladotun,Short,Family,,8/1/2020,English,CCG Film & Theatre Team Gloria Bamiloye,2,7
2073,Big Daddies,,Michael Jaja,,Comedy,,,11/1/2004,English,Solid Productions,,353
3717,The Women,,Blessing Effiom Egbe,Blessing Effiom Egbe,Drama,,,9/1/2017,English,BConcept Network Productions,83,781
4199,Moment Of Truth,,Lancelot Oduwa Imasuen,"Chuks Obiorah,Uju Onwuachu",Drama,,,3/1/2005,English,Elonel International Ltd.,,685
6786,Set-Up,,Chico Ejiro,,Drama,,,6/1/2000,English,"Grand Touch Pictures,Kingdom Worth",,387
6581,A Dead Man'S Souvenir,,Tissy Nnachi,Ikechukwu Odum,Drama,,,2/1/2023,English,Rok Studios,,106
3378,Real Love,8,Charles Novia,,Drama,Romance,,,English,Ulzee Nigeria Ltd.,,608
1044,Ajoke Point One,,Bolaji Amusan,,Drama,,,8/1/2004,Yoruba,Toymax Films Holding,,263
4893,Coat Of Harm,,Stanlee Ohikhuare,Stanlee Ohikhuare,Short,Horror,,2/1/2017,"Ibo,Hausa",Mighty Jot Studios,15,34
4967,Two Dry Girls,,,,Comedy,,,5/1/2018,English,Dope7 Media,,204
3671,Other Than Him,,Chidi Anyanwu Chidox,Obadoni Bridaniels,Drama,,,9/1/2020,English,"B.O.G. Entertainment,Rok Studios",140,175
589,The People'S Power,,Alex Ausman,Daniel Obi,Comedy,,,5/1/2020,English,Nwa Carpenter Productions,48,105
6631,Saviour 2,,Ebere Onwu,Cheta Ezume,Drama,,,6/1/2006,English,Emmalex Associates Ltd.,,784
329,Arima,,Clare Ezeakacha,"Justin Black,Nnamdi Kanaga",Short,Thriller,,7/1/2017,English,,4,3
682,Innocent Oath,,Tony Edozie,"C.J. Ezeugwu,Chinwe Nwadiuto Onyejekwe",Thriller,,,1/1/2018,,,177,294
1144,Bedroom Points,,Judith Audu,Chijioke Ononiwu,Comedy,Romance,,8/1/2018,English,Hi-Impact TV,,384
4719,Silent Scandal,6.9,T.K. Falope,Vivian Ejike,Drama,,,9/1/2009,English,Vivian Ejike Production,,625
2150,Double Game 2,,Emmanuel Ekong,Emmanuel Ekong,Drama,,,8/1/2007,English,Prince Justine International,,852
2598,Atlas,,Onyinye Anyaeji,Onyinye Anyaeji,Comedy,Drama,,4/1/2017,English,,102,691
1987,Dowry,,,,Thriller,,,5/1/2014,English,"EbonyLife TV,TatafoHQ",45,298
6912,I Believe In You 2,,Reginald Ebere,,Drama,Romance,,3/1/2004,English,Oakfil Productions,,461
2951,Ajuwaya,5.8,Tolu Lordtanner,Tolu Lordtanner,Drama,Mystery,,7/1/2017,English,,,208
944,One Way,,Uche Odoh,"Folasakin Iwajomo,David Osarieme",Drama,,,7/1/2021,"English,Spanish","Rok Studios,Watts Camera Action",93,254
3035,Omo Abore,,,,Drama,,,12/1/2008,Yoruba,Image Picture,,45
6331,Changing Tides,,Rukky Sanda,Rukky Sanda,Drama,Romance,,6/1/2015,English,Rukky Sanda Studios,,408
2601,White Handkerchief,,Tunde Kelani,"Akinwunmi Ishola,Tunde Kelani",Short,Drama,,6/1/2000,"English,Yoruba",Mainframe Film and Television Productions,17,37
4921,Heavy Battle 2,,Emeka Jonathan,,Drama,,,9/1/2008,English,Mega Movies Industry,,632
7405,Love Tangled,,Desmond Elliot,Jide 'JBlaze' Oyegbile,Romance,,,9/1/2021,English,"Denziot Studios Production,Rok Studios",,555
948,My Sugar,,Okey-Zubelu Okoh,Okey-Zubelu Okoh,Comedy,Drama,,12/1/2015,English,First Movies Internatonal,95,352
1540,Black Monday,,Adetola Adetayo,"Adetola Adetayo,Pelumi Agboola",Short,Drama,,12/1/2019,English,Accelerate TV,11,137
2540,Break The Silence,,Daniel Chukwueze,,Drama,,,8/1/2016,English,Rok Studios,,267
7292,Foreign Affairs,,Obi Callys Obinali,,Drama,,,2/1/2004,English,"Ahbu Ventures,Daivision Ventures,Valseco Industries",,592
7184,Nothing For Nothing 3,,MacCollins Chidebe,,Drama,,,8/1/2005,English,Amaco Investments,,596
6086,Love Child,,Dickson Godwin,Nduka Nwobodo,Drama,,,9/1/2020,English,Rok Studios,120,272
981,Rough Patches,,Simon Peacemaker,,Drama,,,3/1/2019,English,Rok Studios,,289
6091,Heart Of Gold,,Emeka Madu,Adaeze Ibechukwu,Drama,,,9/1/2019,English,"Oakfil Productions,Rok Studios",,406
7141,About A Boy,,Diji Aderogba,Adio Solanke,Drama,,,5/1/2021,English,"Jade Media,Six Feet Awkward Productions",90,180
5628,Terrible Sin 2,,Christian Onu,,Drama,Romance,,12/1/2001,English,Emmalex Associates Ltd.,,1074
6473,Kamal Movie,,"Babatunde Oyeniya,Adu Kolapo",Kunle Adejumo,Drama,,,8/1/2022,English,Exlfilmz Production,90,21
2538,Idamu Ojo Kan,,,,Drama,,,3/1/2011,Yoruba,Samac Picturest,,241
1747,Sisi Eko,,,,Comedy,,,9/1/2021,English,KP Cypress,,132
972,Meet My Girlfriends,,,,Drama,,,5/1/2021,English,Nevada Bridge Productions,28,297
3890,Olaedo The Fisher Girl 2,,Richards Omos-Iboyi,,Drama,,,10/1/2015,English,Lion-Hills,72,333
6329,Happy Ending,,Serah Ogechi Onyeachor,Biodun Stephen,Drama,,,12/1/2016,English,Chika Ike Production,95,188
3374,Juju Stories,5.4,"Abba Makama,C.J. 'Fiery' Obasi,Michael Omonua","Abba Makama,C.J. 'Fiery' Obasi,Michael Omonua",Drama,Fantasy,Horror,10/1/2022,"English,Yoruba,Hausa","Fiery Film Company,20 Pounds Production,Ifind Pictures",84,201
2130,Alone,,Oru Russell,Oru Russell,Short,Drama,,9/1/2018,English,,,114
4702,Stronghold 2,,Tchidi Chikere,,Drama,,,12/1/2005,English,"Annex Merchandise Ltd.,Nwafor Anayo Production",,623
5352,Kylie'S Quest,,Umanu Elijah,Feyisayo Damilola,Drama,,,6/1/2021,English,"Peekaboo Productions,Rok Studios,Umenze Media Concept",90,156
3682,Tolerance,,Umar Turaki,Umar Turaki,Short,Drama,Romance,,English,Weaned Child Entertainment,23,3
3133,My Mfon - An Election Day Story,,Michael Akinrogunde,"Michael Akinrogunde,Beverly Ugo Kalu",Short,Drama,,2/1/2019,English,"AMA Psalmist Productions,Joy of Art Media & Entertainment",10,44
4948,Last Celebrity 2,,Lancelot Oduwa Imasuen,"Uche Jombo,Sylvester Obadigie",Drama,,,3/1/2011,English,Simony Productions,,1090
524,Lovelorn,,Rukky Sanda,Rukky Sanda,Drama,,,11/1/2012,English,Rukky Sanda Studios,,481
7372,Friendly Scorpion,,,,Drama,,,10/1/2010,,Coruma International,,367
3311,Suku Suku Bam Bam 2,,Dayo Adewunmi,,Drama,,,11/1/2004,Yoruba,Adesqueen Production,,345
862,I Swear 2,,Ifeanyi Ikpoenyi,"Ikechukwu Obineme,Nonso Obineme",Romance,,,5/1/2004,English,"Immortal Films,Onyeka Joe Orajiaka Film,Twins Productions",,859
4959,Dangerous Twins 2,,Tade Ogidan,,Action,Drama,Romance,,English,"OGD Pictures Ltd.,Paulo International",,487
5511,Hidden Treasure 2,,Frank Rajah Arase,"Frank Rajah Arase,Ojiofor Ezeanyaeche",Drama,,,3/1/2008,English,O.J. Production,,726
1185,The Cross Of Love,,MacCollins Chidebe,"Alex Melody Nwafor,Chuks Obiorah",Drama,Romance,,,English,O'Neal Global Ventures,,516
6723,Blinded,,Aniedi Awah Noba,"Nazo Ekezie,Aniedi Awah Noba",Drama,,,12/1/2021,English,Unoaku Productions,132,181
2906,On Her Terms,,Emeka Dibia Emelobe,Emem Isong,Drama,,,10/1/2022,English,Rok Studios,,313
488,Gbanko Gbi Lay„© 2,,Yemi Adegunju,,Drama,,,4/1/2004,Yoruba,Yemi Adegunju Movie,,251
6210,Housegirl Lover,,Emmanuel Mang Eme,,Drama,,,2/1/2015,English,Uche Jombo studios,,420
4548,The Fighter,,Amayo Uzo Philips,Amayo Uzo Philips,Drama,,,10/1/2013,English,Onye Eze Holding Production,183,454
6818,Rising Sun,,Sesan Alabi,Ajiboye Olawusi,Drama,,,3/1/2022,English,,,240
5163,Iyawo Osukan,,Akeem Alimi,Akeem Alimi,Drama,,,11/1/2008,Yoruba,A Standard,,219
4705,A Certain Night,,Didi Cheeka,"Chioma Okoye,Jude Oteka",Drama,,,12/1/2014,English,Purple Ribbon Entertainment,,435
1101,Be My Val,,MacCollins Chidebe,"Ikenna Aniekwe,Ossy Okeke",Drama,,,5/1/2006,English,Ossy Affason Production,,409
360,To Live Again,,Uduak Isong Oguamanam,Uduak Isong Oguamanam,Short,Drama,Family,,English,,17,2
1770,Woeman,,Damijo Efe Young,,Drama,,,10/1/2016,English,Ibaka TV,,173
7388,Premiere,,,,Game-Show,Reality-TV,,1/1/2018,English,"Endemol Nigeria,Storm Vision",,92
4194,Prophetic Sunday Service,,,,Reality-TV,,,8/1/2022,English,The Light Prophetic Tv,,1
3499,Disgraced,,Uduak-Obong Patrick,Nduka Nwobodo,Drama,,,1/1/2023,English,"Magic Movies Industries,Rok Studios",,172
5049,Eje Adegbenro,,Jide Kosoko,,Drama,,,11/1/2006,Yoruba,"Babskos Films Production,Corporate Pictures",,238
7105,Fading,,Shittu Taiwo,Chino Marchie,Drama,,,4/1/2019,English,1959 Productions,85,206
442,Princess Of Wealth 2,,Kabat Esosa Egbon,,Thriller,,,7/1/2005,English,Kas-Vid International,,305
1238,Personal Assignment,,Ndubuisi Okoh,"Writers,Bobby Bright,Laura Ebere Chukwu,Ebere Iheanacho",Drama,,,9/1/2006,English,Soul Video,,593
2254,Green Snake,,MacCollins Chidebe,"Nwafor Anayo,Chuks Obiorah",Comedy,Drama,,1/1/2003,English,Annex Merchandise Ltd.,100,329
6024,Misfit,,Daniel Oriahi,"Charles Ebhaleme,Stanley Izebhokhae,Daniel Oriahi",Thriller,,,11/1/2013,English,House 5 Production,,152
7108,Pot Of Gold,,Okey-Zubelu Okoh,"Amara Maduka,Uche Nancy",Drama,,,2/1/2015,English,Uche Nancy Production,,186
4082,The Search,,Chuks Etolue,,Drama,,,3/1/2006,English,Chino International,,241
861,Drifted,,Munachi Abii,Francis Uzoma,Drama,,,12/1/2019,English,One & Two Productions,90,265
2486,Entitled,,Chioma Ezeani,Chioma Ezeani,Short,Drama,,7/1/2021,English,Dabb Media,7,13
2477,Birth Control,,Okey Ifeanyi,"Sarah Erhauyi,Oru Russell",Drama,,,9/1/2022,English,"Rok Studios,VHS Production",112,219
3495,Forced Engagement,,Tope Alake,Chris Bonnie,Drama,,,2/1/2019,English,Ibaka TV,,407
264,Vigilante,,Adedeji Adesanya,Afolabi Adesanya,Action,,,2/1/1988,English,A - Productions Nigeria,,317
5961,Just In Case,,Ikechukwu Onyeka,Aniedi Awah Noba,Drama,,,4/1/2012,English,Iykon Productions,,482
4151,Stronger Together,,Austin Nwaolie,Emmanuel Anyaka,Romance,,,1/1/2018,English,"Rok Studios,Setwerk Films Productions",,434
384,Scout,,Ifeanyi Onyeabor,,Action,Thriller,,10/1/2004,English,Infinity Films,,282
4433,Final War 2,,Andy Nwakalor,,Drama,,,2/1/2007,English,De-Kross Movie Production,,491
162,Useless Gist,,Samson Oklobia,Samson Oklobia,Short,Comedy,Drama,,,,6,2
5100,The Seekers 2,,Okey-Zubelu Okoh,"Okey-Zubelu Okoh,Joy Steve",Drama,,,2/1/2011,English,Social Movies,49,686
7313,Into Temptation,,Willie Adah Ajenge,,Drama,,,8/1/2004,English,Jomark Holdings,,553
7453,Highway To The Grave,,Teco Benson,"Teco Benson,Helen Ukpabio",Fantasy,,,,English,,,320
6285,Ogbanta The Family Hunter 2,,Sylvester Madu,Chinonso Okoh,Drama,,,11/1/2015,English,Uche Nancy Production,108,161
5291,Yankee Lowo Kan,,Taye Ishola,,Drama,,,11/1/2005,Yoruba,,,329
7479,Indecent Affair,,Chris Ihidero,Tomilola Adeyemo,Drama,,,7/1/2021,English,African Movie Channel,,25
826,Bambitious,,Okechukwu Oku,Patrick Nnamani,Drama,,,11/1/2014,English,The Oracle Films,83,284
4897,Forbidden,8.5,,,Drama,,,4/1/2018,English,Africa Magic Original Films,27,383
3505,Minority Tension,,Izu Ojukwu,,Drama,,,3/1/2007,English,Gold Pictures,,772
4574,Rattle Snake 2,,Amaka Igwe,Amaka Igwe,Drama,,,9/1/1995,Ibo,Crystal Gold,,352
4581,Burning Heart 2,,Theodore Anyanji,,Drama,,,9/1/2004,English,"Goldmark International,Paradise Pictures Production",,374
4995,Ejika The Tailor,,Adewale Rasaq,Adewale Rasaq,Comedy,,,11/1/2021,Yoruba,Pinnacle of Inspiration,100,131
5322,Circle Of Trust,,Ike Nnaebue,Ruth Kadiri,Drama,,,3/1/2016,English,"Rok Studios,Ruth Kadiri's Production",,406
6975,Sometime In July,,Ifenna Ezechukwu,Chibuzo Melvin Mobis,Short,Drama,,5/1/2018,English,Mobis Films,30,143
