id,title,ratings,director,writer,pri_genre,sec_genre,ter_genre,release_date,language,company,duration,eze_rank
5452,Wife For Rent,,Tissy Nnachi,"Jovi Babs,Mimi Orjiekwe",Comedy,Romance,,5/1/2017,English,"Mibi Productions,Rok Studios",,379
4604,The Seed 2,,Ernest Obi,"Ernest Obi,Yinka Ogun",Drama,,,9/1/2005,English,"Bushman Production,Okyben Investment Ltd.",,483
1431,The Tom & Jerry 2,7.5,Kenneth Egbuna,,Comedy,,,9/1/2003,English,"Divine Touch Productions,Dubem Holdings",,521
5969,Price Of The Wicked,,MacCollins Chidebe,"Nkem Alu,Chibuez Ucheama",Drama,,,5/1/2003,English,Chez International,,505
2332,Prueba (Casting),,Stanlee Ohikhuare,Stanlee Ohikhuare,Short,Drama,,2/1/2018,English,Mighty Jot Studios,8,42
6154,Breakfast,,Okey Ifeanyi,"Amara Angel Amuzuo,Chris Maledo",Drama,,,10/1/2022,English,Ruth Kadiri's Production,130,272
6644,Heaven'S Grace 2,,Ifeanyi Ikpoenyi,,Drama,,,9/1/2006,English,Deraco Productions,,493
7307,Omugwo,,Kunle Afolayan,Kemi Adesoye,Drama,,,4/1/2017,English,Golden Effects,,553
4544,Final Point,,Emeka Onwuamaege,,Drama,,,9/1/2006,English,"Fortune Production,Kingdom-Gate Ventures",,714
4875,Stronghold,,Tchidi Chikere,,Drama,,,9/1/2005,English,"Annex Merchandise Ltd.,Nwafor Anayo Production",,623
3982,Forest Of Tears,,Ifeanyi Ogbonna,,Drama,,,11/1/2009,English,Onyu Best Bright,,558
6299,Devil'S Contract,,Iyke Odife,,Horror,,,8/1/2014,English,Sezatti Films,,408
1692,The Golden Fish 2,,Emeka Obiakonwa,,Drama,,,8/1/2006,English,Dozac Global Maxima Investment,,502
1194,Mr Ibu 2,,Andy Chukwu,"Andy Chukwu,Chukwuka Emelionwu",Comedy,,,4/1/2004,English,Kas-Vid International,,326
5626,The London Boy 2,,Simi Opeoluwa,Simi Opeoluwa,Drama,Romance,,10/1/2004,English,Andy Best Electronics,,438
1463,Pastor'S Blood,,Amayo Uzo Philips,"Micheal Oji,Amayo Uzo Philips",Drama,,,7/1/2006,English,"Chidoo Investment,Onye Eze Holding Production",,739
7230,Prideland The Musical,,Ice Nweke,Modesinuola Ogundiwin,Musical,,,12/1/2022,English,Ice Productions Ltd.,,36
2400,August The First,5.9,Lanre Olabisi,"LaChanda Alexander,Lanre Olabisi",Drama,,,3/1/2007,English,"L Train Productions,Ugly Productions Inc.",81,18
3617,Lost Wealth,,Afam Okereke,,Drama,,,9/1/2006,English,Samlex Electronics Company,,424
6526,Thirty Pieces Of Silver,,Robert Peters,"Abayomi Alvin,Charles Granville",Action,Drama,,3/1/2020,"English,Aboriginal,Yoruba","Charles Granville Productions,Kingsville Media Group",94,505
1040,A Deusa Negra,6.6,Ola Balogun,Ola Balogun,Drama,History,,4/1/1980,Portuguese,"Afrocult Foundation,Magnus Filmes",95,20
3001,Omo Ghetto: The Saga,7.6,"Funke Akindele,Abdulrasheed Bello","Yinka Adebayo,Funke Akindele,Collins Okoh",Action,Adventure,Comedy,12/1/2020,"English,Yoruba,Ibo,Hausa",,110,602
5723,Unwanted,,Ilochi Olisaemeka,Danielle Esua Iregbu,Drama,,,9/1/2022,English,"Ebanky Global Production,Rok Studios",,296
4048,Ekun Iyawo,,Tope Alake,,Drama,,,2/1/2022,English,Rok Studios,,400
4999,Pushback,,Teco Benson,Nduka Nwobodo,Drama,,,11/1/2021,English,"Rok Studios,TFP Global Network",94,192
7319,Adam & Eve,4.6,Charles Novia,,Drama,Romance,,,English,,,531
1239,Asife,,"Muyiwa Ademola,Adebayo Tijani",,Drama,,,3/1/2016,English,Hibee Pictures Limited,91,174
4427,Desperate Ambition 2,,Osita Okoli,Priscilla Ambah,Drama,,,9/1/2006,English,Mike Nliam Production,,582
181,Bond,,Eric Stephenson,,Drama,,,8/1/2019,English,Rok Studios,,178
3375,√íW„∫ √¨Y„° 2,,Yemi Amodu,,Drama,,,6/1/2005,Yoruba,Dudu Heritage,,204
7162,Iku Lopin,,Waheed Ijaduade,,Drama,,,8/1/2006,Yoruba,Ijaduade Films,,364
1755,Mission To Nowhere,,Teco Benson,"Nyikwagh Bat Hills,Teco Benson",Drama,,,3/1/2008,English,TFP Global Network,,250
2827,Official Fracas,,Afam Okereke,Emeka Nwosu,Action,,,3/1/2006,English,Samlex Electronics Company,,434
5263,The Catechist,,Chimdi Chiama,,Comedy,Family,,,English,,,632
6698,My Idol 2,,Tchidi Chikere,,Drama,,,4/1/2008,English,Annex Merchandise Ltd.,,372
5395,Love Is In The Hair,,"Emem Isong,Ansa Kpokpogri,Ayana Saunders","Vivian Chiji,Patrick Nnamani,Rita Onwurah",Comedy,,,1/1/2016,English,Royal Arts Academy,,308
2015,Insecure,,Oluwatobi Samuel Ikuedowoni,,Short,Romance,,7/1/2019,English,,27,8
2630,0.708333333333333,,Uche Chukwu,Uche Chukwu,Short,Drama,,6/1/2015,English,Blackace Raw Films,26,4
5849,Efunsetan Aniwura,,Tunde Kelani,Akinwunmi Ishola,History,,,,Yoruba,,83,217
6123,Hush,8.8,,,Drama,,,4/1/2016,English,M-Net Africa,30,332
1007,Eccentric,,Chris Eneaji Eneng,Lilian Emehelu,Thriller,,,7/1/2021,English,Rok Studios,,413
4520,Holy Land,,Abdullahi Idum Felix,Abdullahi Idum Felix,Short,Adventure,,9/1/2021,English,Lighthouse Pictures,27,6
5539,Powerless,,Yemi Morafa,,Drama,,,9/1/2020,English,"Oakfil Productions,Rok Studios",,304
4278,3Some,,Chris Eneaji Eneng,Greg Afamah,Drama,,,1/1/2018,English,Stanford Films Production,104,258
5209,Love & Hate,,Effiom Effiom,Effiom Effiom,Short,Drama,,11/1/2019,English,One2films,41,1
487,Lean On Me 2,,Ifeanyi Ikpoenyi,,Drama,,,2/1/2003,English,Immortal Films,,873
5520,Niniola,,Bogunmbe Abiola Paul,"Raheemot Harjhiborlah,Adebimpe Oyebade",Drama,,,6/1/2022,Yoruba,"Al Notions Studio,Corporate Pictures",,198
4507,Height Of Indecision 2,,Ernest Obi,,Drama,,,9/1/2005,English,"Bonag Industries Nigeria,Double D Production",,366
2183,Sins Of The Past,,Michael Jaja,"Michael Jaja,Chijioke Nneji",Drama,,,3/1/2012,English,Magic Movies Production,61,510
1920,Be 4 The Vow,,John Uche,,Drama,Romance,,6/1/2006,English,Ulzee Nigeria Ltd.,,488
1321,Merry Men 2,6.5,Moses Inwang,Anthony Kehinde Joseph,Action,Comedy,,12/1/2019,English,"Corporate World Entertainment,FilmOne Distribution",115,583
745,The Girl Is Mine 2,,Sunday Nnajiude,,Drama,,,10/1/2005,English,Snude Entertainment,,393
1216,Merry Men: The Real Yoruba Demons,5.1,Toka McBaror,Ayo Makun,Action,Comedy,,9/1/2018,"English,Yoruba","Corporate World Entertainment,FilmOne Distribution",106,652
6426,Payback,,Tissy Nnachi,"Christian Nwaru,Juliet Nwaru",Drama,,,8/1/2021,English,Julichristar Studios,,261
3285,Mati Da Lado,,Yaseen Auwal,Yakubo M. Kumo,Comedy,,,9/1/2014,Hausa,Asmasan Pictures,,215
3061,Espionage,,Uzee Madubogwu,"Nelson Jombo,Chuka Onuigbo",Drama,,,5/1/2016,English,Uche Jombo studios,,248
3774,Royal Mission,,Caz Chidiebere,,Drama,,,9/1/2015,English,Magic Movies Industries,,417
1324,Rising Hope,8.7,Biyi Bandele,"Kemi Adesoye,Ayoade Adeyanju,Biyi Bandele",Drama,,,12/1/2013,,"MTV Staying Alive Foundation,MTV Staying Alive Foundation",,333
777,Mortal Sin,,Zeb Ejiro,,Romance,,,,English,Movieland Network Ltd.,,302
6865,Lying Game,,Olowajaiye Michael,Olowajaiye Michael,Drama,,,11/1/2018,English,Jojo.P Media Concept,,216
3828,Perfect Murder,,Ola Shoyinka,,Drama,,,1/1/2004,English,"Diamond Stone International,Jas Video Production",,299
750,Otondo,,Izu Ojukwu,"Oscar Benson,Francis Duru",Action,Thriller,,5/1/2004,English,Sunny More Investment,99,229
1952,Holy Diamond 3,,Ifeanyi Onyeabor,,Drama,,,7/1/2005,English,Global Update Pictures,,236
1679,Faith In Christ,,Chimdi Chiama,,Drama,,,9/1/2004,English,Jb Merchandise,,404
545,Itura,,,,Drama,,,10/1/2022,English,Feemo,,142
4602,I Think Twice,,Prince Emeka Ani,Prince Emeka Ani,Comedy,,,11/1/2005,English,Emex International,,412
6429,Another Time,,Sunkanmi Adebayo,Uduak Isong Oguamanam,Drama,,,2/1/2017,English,"Africa Magic Showcase,Closer Pictures",,372
977,The State [Season 3],,Emeka Nnakihe,Emeka Nnakihe,Drama,,,3/1/2019,English,"Blessed NnaPeace Production,Mountain Top Entertainment",62,183
3900,The Date,,Adeola Osunkojo,Rita Onwurah,Comedy,Romance,,2/1/2016,English,Blacreek Pictures Production,,179
7441,When Fishes Drown,,Soji Ogunnaike,"Arome Ameh,Soji Ogunnaike",Short,Drama,,12/1/2012,English,601 Realtime,21,190
2733,The Cafe Or The Kettle,8.6,Onome Egba,"Precious Asiyanbi,Onome Egba",Short,Comedy,,2/1/2016,English,,6,1
2586,Ikemefuna,,Dimeji Ajibola,"Gift Collins,Chiemela Nwagboso",Drama,,,10/1/2021,English,"Mela Movies,Rok Studios",,348
3745,Fury,,Kabat Esosa Egbon,Musa Jeffery David,Drama,,,2/1/2019,English,"Rok Studios,Scriptshop Productions",,273
1629,Sade Takes Lagos,,Chibuike Ibe,Debola A.I.,Comedy,Drama,Family,8/1/2019,English,Deevon Films,122,431
1597,Evil Agenda 2,,Emeka Obiakonwa,,Drama,,,9/1/2007,English,Dozac Global Maxima Investment,,746
6455,Walls Closing In,8.1,Kemi Adetiba,Kemi Adetiba,Crime,Drama,,8/1/2021,English,Kemi Adetiba Visuals,1212660,613
7310,The Ingrate,,Andy Amenechi,,Drama,,,3/1/2004,English,Samlex Electronics Company,,586
6452,Alasepe,,Kunle Afod,"Writers,Kunle Afod,Samson Badejo,Ope Daniels",Drama,,,10/1/2022,"Yoruba,English",Blossom Royal Vision,,87
2178,Emotional Blunder 2,,Ikechukwu Onyeka,,Drama,,,5/1/2006,English,Kas-Vid International,,749
4545,Sisters' Enemy 2,,Theodore Anyanji,,Drama,,,6/1/2004,English,Dozac Global Maxima Investment,,375
4561,Wealth Aside 2,,John Dunu,,Drama,,,10/1/2007,English,"Genius Film,Imperial Pictures",,798
1708,Kadura,,,,Comedy,,,6/1/2006,English,Bonag Industries Nigeria,,265
3487,A Cry For Justice,,Ikenna Aniekwe,Ikenna Aniekwe,Drama,,,3/1/2010,English,Ossy Affason Production,,537
5677,Last True Sacrifice 2,,Ernest Obi,,Drama,,,3/1/2008,English,Movieworld Production,,427
6654,Dera My Beloved 2,,Ifeanyi Ogbonna,Henry Mgbemele,Drama,,,1/1/2014,English,Sky Movies,55,353
5842,B For Boy,7,Chika Anadu,Chika Anadu,Drama,,,11/1/2013,Ibo,No Blondes Productions,118,25
1836,Zoza 2,,Amayo Uzo Philips,,Drama,,,2/1/2006,English,Reemmy Jes Production (RJP),,1026
3884,Worst Marriage,,Ernest Obi,,Drama,,,6/1/2004,English,Future King Productions,,284
6281,Three Wise Men,,Patience Oghre,Stanley Isokoh,Comedy,,,5/1/2017,English,Opa Williams Studio,,578
646,Taxi Ng,,Morris Sesay,Abigail Anaba,Drama,,,11/1/2017,English,,,362
3918,Playing Games 2,,Tade Ogidan,,Drama,,,7/1/2004,English,Infinity Merchant Inc.,,258
3785,The Ceo,5.8,Kunle Afolayan,Tunde Babalola,Drama,Mystery,Thriller,5/1/2016,"English,French,Arabic,Yoruba,Swahili,Chinese",Golden Effects,105,111
1259,Lonely Nights,,Victor Okpala,,Drama,,,3/1/2021,English,HMB Media,107,229
379,More Than Enough,,Ozioma B. Nwughala,Adaeze Ibechukwu,Drama,,,11/1/2021,English,"Dialogue Motion Pictures,Rok Studios",,95
1697,Won Nwa Mi Lame 2,,Oluwole Adedeji,,Drama,,,4/1/2005,Yoruba,Zentury Pictures,,73
3196,Sideways,,Tissy Nnachi,Francis Uzoma,Comedy,Romance,,11/1/2021,English,Rok Studios,,244
3438,Okiripoto,,,,Drama,,,3/1/2020,English,Afrinolly,,330
7465,Nigerian Girls 2,,,,Drama,,,2/1/2009,English,,,394
4865,Sound Of Love,,Charles Inojie,"Pascal Amanfo,Obioma Obi,Christopher Ozoemena",Drama,,,12/1/2006,English,"De-Kross Movies Production,Simony Productions",,839
6753,Ladipo'S Garden,,"Temiloluwa Ami-Williams,Daniel Idiabor",,Short,,,8/1/2021,English,New Wine Studios,5,2
2121,The Cookie Way Out,,Sophia Clement,Sophia Clement,Short,,,11/1/2019,English,Tales Hive Studios,,2
2171,When Hearts Whisper,,Chidi Chijioke,Ojakorotu Promise Ofejiro,Romance,,,7/1/2022,English,Posh World Productions,127,335
3339,Kadura 2,,,,Comedy,,,1/1/2006,English,Bonag Industries Nigeria,,257
5071,Nwa Teacher,,Ekenna Udo Igwe,"Ekenna Udo Igwe,Prince Samson Onyejiuwa",Comedy,,,2/1/2003,English,Hallmark Films Ltd.,,681
3212,Wife Package,,Debola A.I.,"Debola A.I.,Bimpe Davies",Comedy,Drama,Family,5/1/2019,English,Deevon Films,95,218
6869,Another Bondage 2,,MacCollins Chidebe,,Drama,,,2/1/2005,English,Coruma International,,465
4040,Dern Of Africa Jungle,,Divine Sohwo,Divine Sohwo,Short,Action,Adventure,10/1/2022,English,"Vivastarproduction,Vivastarproduction",,9
6200,Gangster Paradise,8.3,Ifeanyi Ikpoenyi,,Action,,,10/1/2001,English,Cosnoris International,,225
6370,Atlanta 2,,Charles Novia,,Comedy,Drama,,10/1/2004,English,"November Productions,Ulzee Nigeria Ltd.",,723
3467,Stranger Than Ever,,Daniel Oriahi,,Drama,,,4/1/2017,English,"House 5 Production,Rok Studios",,313
214,Tell Your Story,,Sarl Godwins,Sarl Godwins,Short,,,9/1/2022,English,Finima Pictures,12,2
5180,True Sacrifice 2,,Ernest Obi,,Drama,,,12/1/2008,English,Movieworld Production,,427
2389,Indomie Lomo,,Muyiwa Ademola,,Drama,,,6/1/2004,Yoruba,Divine Touch Productions,,507
3041,Gone Forever,,Chika Onu,,Drama,,,,English,Zelex Nigeria,,423
4171,Eko O'Tobi 2,,Jare Adeniregun,,Drama,,,10/1/2004,Yoruba,Toymax Films Holding,,130
3674,30 And Single,,Okechukwu Oku,"Mercy Macjoe,Madonna Okeoghene Robinson",Comedy,Romance,,5/1/2020,English,MMJoe Film Productions,,272
4410,April,,Pascal Amanfo,Onyii Alex,Drama,,,9/1/2016,English,Perfect Image Studios,123,386
5106,Hustler,,"Michael Chineme Ike,Joseph McGee",Michael Chineme Ike,Thriller,,,10/1/2020,"English,Ibo",MIC Productions,,27
945,Austerity,,Sobe Charles Umeh,Confidence Onyejegbu,Drama,,,6/1/2020,English,"Moor Productions,Rok Studios",105,407
7325,Porbeni,,Biodun Stephen,Joy Isi Bewaji,Drama,,,9/1/2021,English,Rok Studios,,128
4309,Broad Day Light,,Teco Benson,,Action,Thriller,,11/1/2001,English,Ossy Affason Production,,420
1915,Fire On The Mountain 2,,Chika Onu,,Action,Drama,Thriller,12/1/2002,English,"Cobic Productions,Lucky Star Incorporated",,1157
840,Al„°Is„®,,Edgard Leroy,"David Akande,Abe Samuel",Drama,,,12/1/2021,Yoruba,"David Akande Studios,Dynamic Media Empire,Idirissou Entertainment Empire",,107
2109,Church On Fire,,Emeka Obiakonwa,,Drama,,,2/1/2008,English,Goodlife Production,,681
1227,Cold War,,Andy Amenechi,,Drama,,,5/1/2005,English,Annex Merchandise Ltd.,,737
1780,In Another Life,,Belinda Agedah Yanga,"Echobu Michael Garuba,Emil Garuba,Brenda Ogbukaa-Garuba",Comedy,Drama,Family,2/1/2022,English,"Ziva Works,Sutoritera,Take 7 Media Productions",,387
4814,Jane Rambo Daughter Of The Jungle,,Augustus Omojowo Thomas,"Peter Orji,Augustus Omojowo Thomas",Action,,,4/1/2018,English,,,131
7385,Holland Heat,,Tony A.B. Akinyemi,,Drama,,,11/1/2004,English,AZ Resources,,27
3910,Personal Desire 2,,Evan Orji,,Drama,,,5/1/2009,English,Sunec Movies,,460
3178,To Love A Thief,,Adim Williams,,Romance,,,3/1/2003,English,O.J. Production,,482
6235,Mid Life Blues,,Seun Sonoiki,,Drama,,,1/1/2017,English,Rok Studios,,143
6532,Up North,5.4,Tope Oshin,"Bunmi Ajakaiye,Chinaza Onuzo",Drama,,,11/1/2018,English,"Anakle Films,InkBlot Productions",99,338
2780,Bad Comments,6.6,Moses Inwang,"Moses Inwang,Anthony Kehinde Joseph",Comedy,,,12/1/2020,English,FilmOne Production,134,1275
3459,Who Am I? 2,,Ikechukwu Onyeka,,Drama,,,5/1/2007,English,Romac Investment,,323
5634,Maalle,,"Ashu Egbe,Alasambom Nyingchuo",Ashu Egbe,Drama,,,,English,,79,18
2741,S„∫nmib„°Re,,Waheed Ijaduade,,Drama,,,3/1/2003,Yoruba,Zentury Pictures,,735
5432,Love & Pride,,,,Drama,,,3/1/2004,English,Atlantic Pictures,,749
3848,Tears Of A Saint 2,,Ugo Ugbor,,Drama,,,3/1/2007,English,Future King Productions,,515
7119,What If?,,Saheed Apanpa,,Short,Drama,,10/1/2015,English,Nikky Ufondu Productions,9,23
4558,Love In A Time Of Kekes,,Belinda Agedah Yanga,Jennifer Nkemdilim Eneanya,Romance,,,3/1/2018,English,"House 5 Production,Rok Studios",,271
3524,Two Wrongs,,Umanu Elijah,Amara Nnachi,Drama,,,6/1/2019,English,,,274
3111,Ass On Fire 2,,Nonso Emekaekwue,,Short,Drama,,2/1/2006,English,"Daniel Imasuen Film,Simony Productions",14,641
5182,A Life Called Tears,,Peter Fada,,Short,Drama,,,English,,16,7
3105,My Girl Friend,,Iyke Odife,,Drama,,,12/1/2006,English,Kensimon Production,,433
1337,Heart At Random,,Chibuike Ibe,,Romance,,,9/1/2021,English,"Befilms,Rok Studios",,275
3132,Rising Moon 3,,Andy Nwakalor,,Drama,,,8/1/2005,English,Samcivic Investment,,233
1209,The Wingman,,Simon Peacemaker,"Olumide Kuti,Lois Truly",Comedy,Romance,,4/1/2020,English,Rok Studios,,190
6899,The Empire,,Dolly Unachukwu,Dolly Unachukwu,Drama,,,,English,,100,86
6419,Love Alone 2,,Moses Ebere,,Family,,,5/1/2010,English,Divine Touch Productions,58,576
3705,Drive,,,,Comedy,,,1/1/2019,English,,25,208
2559,Esuru,,Kunle Afod,,Drama,,,6/1/2006,Yoruba,Isolak Films,,276
2674,The Underworld,,MacCollins Chidebe,,Drama,,,8/1/2005,English,"Annex Merchandise Ltd.,Nwafor Anayo Production",,242
6971,No Nonsense,,MacCollins Chidebe,,Action,Thriller,,1/1/2003,English,Emmalex Associates Ltd.,,763
5250,Powerful Civilian,,Andy Chukwu,Chinedu Nwani,Drama,,,12/1/2007,English,Get-Rich Production,,567
6252,Ero Mi,,Damola Olatunji,Abiola Omolokun,Drama,,,5/1/2020,English,Setwerk Films Productions,,203
2230,Aka Gum,,Chimdi Chiama,Jude Oteka,Comedy,Drama,,6/1/2002,English,Guniks Investment,,627
1620,All For The Money,,Saheed Apanpa,Fab Carter,Drama,,,2/1/2017,English,Fabillionaire Films,,301
2096,Ebere'S Ordeal,,Omoruyi Wallz Efosa,"Obadoni Bridaniels,Uchenna Mbunabo",Comedy,Drama,,10/1/2020,English,Rok Studios,,328
883,The Best Thing,,Kingsley Fresh Onyenma,Inyang Mfon-Abasi Michael,Drama,,,3/1/2022,English,Abbey's Creations Media,146,353
5746,Agola,,Aminu S. Bono,Hamza Gambo Umar,Drama,,,7/1/2019,Hausa,Maidu Global,,81
1632,For Old Times' Sake,,Moses Inwang,Alexandra Kureave Hul,Drama,,,9/1/2019,English,Chime For Arts Foundation,108,472
3727,Kanaani,,Tola Olatunji,"Tunde Apalowo,Musa Jeffery David,Tola Olatunji",Drama,Romance,Thriller,,English,"Native Media,Rent-A-Studio",,65
719,That Very Weekend,,Emmanuel Mang Eme,,Comedy,,,10/1/2016,English,Hibee Pictures Limited,,264
2975,False Intention,,Kingsley Fresh Onyenma,Adaeze Ibechukwu,Drama,,,9/1/2020,English,Rok Studios,,176
7136,Demon Inside,,Chibuike Ibe,Ovi Odiete,Drama,,,8/1/2018,English,Reality Motion Pictures,100,134
6918,Things Fall Apart,8.5,,,Drama,,,8/1/1987,English,,50,765
6187,Royal Grandmother,,Iyke Odife,"Nuella Njubigbo,Iyke Odife",Drama,,,5/1/2007,English,Social Movies,48,713
647,It'S Her Day,6.7,Aniedi Awah Noba,Bovi Ugboma,Comedy,,,10/1/2016,English,Kountry Kulture Network,113,388
4141,Last Request,3.5,James Abinibi,"Adesege Adeniji,Adelola Olufemi,Moses Olufemi",Drama,,,11/1/2020,English,Osmo Touch Media,100,295
6468,The Tusk Of Life,,Caz Chidiebere,,Drama,,,8/1/2008,English,World Choice Movies,,404
293,The Surrogate,,Dabby Chimere,,Drama,,,1/1/2022,English,African Movie Channel,,124
3750,Oath Keepers,,Emmanuel Anyaka,,Crime,,,10/1/2022,English,Stanford Films Production,99,141
3562,A Place Called Regret,,Ben Cassie,Obadoni Bridaniels,Drama,,,2/1/2022,English,One & Two Film,148,121
4109,Butterfly,,Andy Amenechi,,Drama,Romance,,1/1/2003,English,Annex Merchandise Ltd.,,716
5064,Betrayed,8.5,Biyi Bandele,"Kemi Adesoye,Ayoade Adeyanju,Biyi Bandele",Drama,,,12/1/2013,,"MTV Staying Alive Foundation,MTV Staying Alive Foundation",,320
4055,Babie √Å,,Sunday Ossai,,Drama,,,3/1/2003,Yoruba,Ojoge,,266
1666,Knock Out,,Patience Oghre,,Comedy,Thriller,,4/1/2019,English,Wale Adenuga Production,,1398
5076,Test Your Heart 2,,Emeka Jonathan,,Drama,,,2/1/2008,English,Bonag Industries Nigeria,,632
6632,Naked Wrestler 2,,Amayo Uzo Philips,,Drama,,,11/1/2008,English,Reemmy Jes Production (RJP),,1036
2557,Issakaba,,Lancelot Oduwa Imasuen,"Reginald Ebere,Chukwuka Emelionwu",Action,Drama,Horror,5/1/1999,Yoruba,Kas-Vid International,87,723
7185,Jumbled,,"Saheed Apanpa,Airebamen Irene",Airebamen Irene,Comedy,Drama,Romance,4/1/2019,English,,115,573
6047,Enslaved,,Lancelot Oduwa Imasuen,Emem Isong,Drama,,,7/1/2004,English,Reemmy Jes Production (RJP),,925
5672,Daytime Lovers 2,,Ernest Obi,Tracy Daniels,Drama,,,3/1/2006,English,"Great God Production,Valseco Industries",,469
7215,Loving Daniella,,Ike Nnaebue,Ike Nnaebue,Drama,,,2/1/2019,English,Proascella Films,80,541
2582,√à√®K„π-Id„† 2,,Tunji Bamishigbin,,Drama,,,6/1/2002,Yoruba,Rockview Productions,,450
4954,The Itch,,Chibuike Ibe,"Echobu Michael Garuba,Emil Garuba,Brenda Ogbukaa-Garuba",Comedy,,,5/1/2018,English,Reality Motion Pictures,100,347
3923,Render To Caesar,5.1,"Desmond Ovbiagele,Onyekachi Ejim",Desmond Ovbiagele,Crime,Drama,,3/1/2014,English,,120,350
4046,Farin Dare,,Aminu Saira,"Nasiru S. Gwangwazo,Aminu Saira",Drama,,,11/1/2013,Hausa,UK Entertainment,,170
5341,What'S Within,,Rukky Sanda,Rukky Sanda,Drama,,,12/1/2014,English,Rukky Sanda Studios,121,284
3371,√úy„° Oj„∫ √≤G„∫n,,,,Drama,,,6/1/2007,Yoruba,Ajibodu Films,,62
3592,Dirt,,Wale Adesanya,"Amara Angel Amuzuo,Chioma Nwosu",Drama,,,5/1/2019,English,"Mountain Top Entertainment,Take 7 Media Productions",79,138
5953,Legacy,,Andy Amenechi,,Drama,,,7/1/2004,English,Annex Merchandise Ltd.,,710
7448,My Kingdom Come 2,,Charles Inojie,,Comedy,,,10/1/2006,English,Hallmark Films Ltd.,,444
6496,Omo University,,Funso Adeolu,"Funso Adeolu,Wasiu Bamidele,Muhideen Oladapo",Drama,,,1/1/2015,Yoruba,"Adekaz Productions,Dapson One",,393
6530,Tussle,,Saheed Apanpa,Jide George,Drama,,,2/1/2021,English,C.O.T Global,,285
6476,Lumba Boys 2,,Ifeanyi Onyeabor,,Drama,,,11/1/2008,English,Aja-Fid Fukns,,438
4526,Hours Before,,Chukwu Martin,Tomi Folowosele,Short,Drama,,5/1/2021,,1000 Stories,8,2
7061,The Stolen Bible,,Emeka Nwabueze,,Drama,,,10/1/2004,English,Hycromax Investment,,371
3200,Iyawo Mi (My Wife),,Mo Abudu,Mo Abudu,Short,Drama,,,English,"EbonyLife Films,EbonyLife Studios",,374
2556,Try & See 2,,Emeka Nwabueze,,Drama,,,6/1/2007,English,Ossy Ventures Nigeria,,1157
734,Lagos To Abuja Coach,,Okosa Augustine,Olumide Balogun,Comedy,,,10/1/2020,English,Rivierolling Films,,316
2053,Shackles Of Death 2,,Sunny Okwori,,Drama,,,7/1/2005,English,"Be Good Ventures,Iyke-Mec Films",,442
1563,Stuck,,Ozioma Ogbaji,Ozioma Ogbaji,Short,,,12/1/2018,English,Accelerate TV,11,58
1219,Brother Jekwu,,Charles Uwagbai,Mike Ezuruonye,Comedy,,,12/1/2016,English,Swift Angel Productions,103,293
3616,Deep State,,Aniedi Awah Noba,,Drama,,,2/1/2022,English,One & Two Films,83,329
1827,The Carpenter,,Babatunde Oyeniya,Kunle Adejumo,Drama,,,2/1/2022,English,Exlfilmz Production,80,35
7100,Mmachi,,Chidinma Igbokweuche,Chidinma Igbokweuche,Short,,,12/1/2018,English,Accelerate TV,16,28
3634,30 Days,,Uche Agbo,"Adaeze Ibechukwu,Ruth Kadiri",Romance,,,11/1/2021,English,Ruth Kadiri's Production,,133
626,Falling,7.2,Niyi Akinmolayan,Uduak Isong Oguamanam,Drama,,,7/1/2015,English,Closer Pictures,93,433
470,Jofran,,Okechukwu Oku,Beth Rogers,Thriller,,,11/1/2017,English,"Africa Magic Original Films,Pure Sound & Visuals Technology",,199
4112,Lockdown,,Ladi Akinyosoye,"Labake Akinyosoye,Ladi Akinyosoye",Drama,,,11/1/2019,English,Olumo Rock Pictures,120,369
2018,Python King 2,,Chika Onu,"Reginald Orlu,Estes Owhonda",Drama,,,1/1/2007,English,"Kennytex Productions,Ugo Regy Productions",,440
2632,Above The Crown 2,,Tarila Thompson,,Drama,,,2/1/2006,English,Ben-Nobis Ventures Ltd.,,159
4129,Kowa Dalin,,Isah Alolo,"Maje El-Hajj Hotoro,Nura Mustafa Waye",Drama,,,12/1/2016,Hausa,Friends Studio,,335
478,Apoti Orogun,,"Adebayo Salami,Rasheed Yusuf",,Drama,,,5/1/2008,Yoruba,"Corporate Pictures,Ubee Media Network",,258
6378,Governor'S Wife 3,,Victor Emeghara,,Short,Drama,,10/1/2007,English,Kachris Production,,350
6919,Together As One,,Omoruyi Wallz Efosa,"Obadoni Bridaniels,Adaora Onyiuke",Comedy,,,1/1/2021,English,"One & Two Productions,Rok Studios",,214
5524,Pretty Liars 1 & 2,,Tchidi Chikere,Tchidi Chikere,Comedy,Drama,,5/1/2014,English,,,268
2310,Death Bed,,Muyiwa Aluko,"Stanley Isokoh,Chijioke Ononiwu",Drama,,,11/1/2019,English,"Rok Studios,Watts Camera Action",89,510
4553,Nkan Agbara,,Kunle Afod,,Drama,,,6/1/2008,Yoruba,,,325
5740,The Price Of Love 2: Life Is Beautiful,,Chico Ejiro,,Drama,Romance,,6/1/2005,English,Infinity Films,,775
5916,Entangled,,Ozioma B. Nwughala,"Yetunde Gold,Ucheoma Onwutuebe,Miracle Udoh",Drama,,,11/1/2021,English,Pegacorn Studios,,234
2703,Cooked Up Love,,Desmond Elliot,Mobola Rahman,Romance,,,6/1/2018,English,Rok Studios,,562
